"","Estimate","Est.Error","Q2.5","Q5","Q10","Q90","Q95","Q97.5"
"b_slp119",0.401152918298291,0.29317483688199,-0.185643810092595,-0.0790267264528201,0.0136743111943967,0.779874881472359,0.885813955018335,0.96524732132741
"b_slp120",0.338554840250616,0.300915240469541,-0.245809482296267,-0.139558214432915,-0.0402517563011847,0.713480699886134,0.825523900222057,0.934072578968138
"b_slp121",0.122024142212131,0.321289037674986,-0.516199738598356,-0.411257151170365,-0.295096545142267,0.521710218603982,0.640215902671633,0.760839721199926
"b_slp122",0.227461850813985,0.329028828933318,-0.435299895832529,-0.29571990874503,-0.177187552001781,0.646530895682344,0.783603496931542,0.900717614346526
"b_slp123",0.317975483634355,0.326526253073207,-0.359089022779435,-0.234986605806309,-0.0914807141552911,0.725324683882044,0.842041611212659,0.965383121026742
"b_slp124",0.395331642184297,0.333272344265754,-0.251713974406327,-0.129434229247759,-0.0192313660368478,0.826525650896593,0.943965298516228,1.05331752378747
"b_slp125",0.499340904146896,0.342176341592357,-0.192587783124869,-0.0752396614730625,0.0611747623461032,0.931182163434012,1.04528750980893,1.14252932811865
"b_slp126",0.505301943680547,0.583598188052658,-0.65830029408129,-0.457471765280594,-0.230708106080022,1.23994625126254,1.46818793684539,1.6929365379713
"b_slp127",0.328958321821857,0.54565540653822,-0.730098415190454,-0.573586437519435,-0.379673803832998,1.01415525637944,1.21066556444595,1.37046095328259
"b_slp128",0.316384695484122,0.490604176713174,-0.675662183232458,-0.526861510983479,-0.318952944586251,0.940292632669275,1.11189827457557,1.23613649737879
"b_slp129",0.28028873888021,0.472502457085705,-0.613701742323495,-0.493391927542348,-0.345117823215953,0.891412054413545,1.05923482052142,1.22902107542793
"b_slp130",0.0066997710841385,0.495752177662756,-0.982139108340475,-0.820177432736954,-0.608115424686498,0.637274986414489,0.814159558804339,0.988313035280568
"b_slp131",-0.180774874995006,0.481882882957572,-1.10239775438739,-0.977552162003145,-0.813178707120431,0.430579567789697,0.611890704696076,0.78502803165794
"b_slp132",-0.215670832970025,0.432055039520407,-1.06472425009491,-0.929540735358309,-0.762729291720953,0.318850855670373,0.483958300725043,0.618920231236529
"b_slp133",-0.106825218545782,0.387213598111294,-0.871949336134779,-0.743569496233884,-0.613439360023543,0.388458648137261,0.533305707913504,0.65167029208432
"b_slp134",0.0354090876468779,0.358898812771542,-0.643444979138583,-0.538395457615572,-0.417886323355258,0.487647189595709,0.614470385913775,0.765046375986119
"b_slp135",0.0714862556981892,0.331587666730028,-0.57268870832573,-0.467750158378378,-0.352661512592453,0.499816888411081,0.63294785734888,0.726984973519478
"b_slp136",0.123663979901165,0.310784723276306,-0.489715834376769,-0.386484454070822,-0.264777870068704,0.523058509341488,0.639748598128653,0.7262820219724
"b_slp137",0.148237425175793,0.298781166711294,-0.433847628038886,-0.345562238229713,-0.224894127568262,0.528167828889654,0.634208406646873,0.74954302819247
"b_slp138",0.190650417831682,0.288806900310321,-0.372230493258414,-0.291232922933512,-0.181423837823391,0.557126441352819,0.669411659718831,0.749018577104056
"b_slp139",0.303034399941381,0.297369649990734,-0.282435181736214,-0.184979858206504,-0.065276503014603,0.675905132117163,0.792496554889428,0.902960674201221
"b_slp140",0.424599447027855,0.305585128233084,-0.1763865928572,-0.0913511207083889,0.0434531186354312,0.805108465637165,0.928736129551531,1.01442199598196
"b_slp141",0.357924692128177,0.297737460101674,-0.232079488714415,-0.127033461619958,-0.0226268082322921,0.734926520131446,0.842660085643487,0.921730985517402
"b_slp142",0.15488265887784,0.315068190100547,-0.482529282187062,-0.347560868197738,-0.239440113064862,0.563817685931987,0.674658249329536,0.767700088026155
"b_slp143",0.234512790089661,0.325944827936814,-0.392051894421963,-0.291622813936155,-0.165570211216449,0.658766794875796,0.771515359363347,0.861465822554337
"b_slp144",0.346600516268272,0.330492795971856,-0.287240052125747,-0.180017796800972,-0.0658464350245446,0.763505001284047,0.888487462577625,0.987183075947037
"b_slp145",0.419724616119055,0.33347524496268,-0.217489645491107,-0.139922788588448,-0.000255913786065705,0.849355319654777,0.97255946767226,1.09275430902141
"b_slp146",0.499340904146896,0.342176341592357,-0.192587783124869,-0.0752396614730625,0.0611747623461032,0.931182163434012,1.04528750980893,1.14252932811865
"b_slp147",0.38305516992563,0.565639436401516,-0.74567291508867,-0.58229163531512,-0.372192951105999,1.10018839572736,1.28271558156272,1.43243655196646
"b_slp148",0.332628783153929,0.537846170619725,-0.753068553105937,-0.525342625891793,-0.31952961353134,1.00556090131137,1.21392666087058,1.41470224095728
"b_slp149",0.3104751876945,0.492477565132097,-0.644184589696523,-0.505116825766287,-0.311990438364055,0.93825187008805,1.09571795134851,1.2845372248855
"b_slp150",0.22198711004633,0.483576320456317,-0.695783733846877,-0.56189450673118,-0.384672539134237,0.821506856292025,1.01805469430674,1.17448121600874
"b_slp151",0.0562771222290816,0.487626006044288,-0.896280307737718,-0.734170004749018,-0.56507783006017,0.672330278181596,0.85385112668073,1.00453467666263
"b_slp152",-0.142061614252561,0.486114159958317,-1.10246377318888,-0.935513556646644,-0.741275804838019,0.490444581314989,0.645952997521911,0.800270840115467
"b_slp153",-0.212469957735047,0.428792058174187,-1.0873439080113,-0.948881639546464,-0.760203415423379,0.32693017487411,0.490707836787123,0.601611103900078
"b_slp154",-0.0785922713409835,0.38959242004406,-0.805081423710865,-0.693806413943578,-0.565105007549383,0.425689807741957,0.581367042535386,0.737137443152504
"b_slp155",0.00957595118546805,0.352101904488433,-0.687889566606005,-0.569140215745978,-0.439118418872891,0.456084517859786,0.576909841626129,0.720632118290206
"b_slp156",0.0867615034770289,0.334193510596528,-0.544900016499087,-0.470203338078567,-0.355277428354874,0.517283104005704,0.635946238072095,0.743652240426487
"b_slp157",0.166366849158372,0.309059108523083,-0.431208357371185,-0.345866690475177,-0.231074276664223,0.560700594972948,0.670221857526814,0.778911848597956
"b_slp158",0.146894445617278,0.305587115559237,-0.450562298892976,-0.362014848464734,-0.250131677141013,0.538434106686028,0.65256890852086,0.735845554081549
"b_slp159",0.210675366284657,0.303590654619928,-0.363217676032255,-0.283380970987242,-0.173792421677667,0.597468426667285,0.709106749796251,0.820721939035809
"b_slp160",0.289945026361012,0.293549085607793,-0.290286499176016,-0.191386923285512,-0.0884145390677494,0.671013507800917,0.766193085852224,0.844959714122007
"b_slp161",0.428600212366223,0.29657045619377,-0.17295240619507,-0.0576949150251439,0.0601769976667081,0.81154844985978,0.907132004120505,0.997847753117075
"b_slp162",0.390040712264652,0.301007975291586,-0.202045278361762,-0.108062672437139,0.00631658361787692,0.777592156934525,0.858199779284869,0.969420958946802
"b_slp163",0.2252067930035,0.321845234723953,-0.43274032858225,-0.30605126654015,-0.193801447121074,0.629853951194367,0.750222294221129,0.836733002309042
"b_slp164",0.26055780129523,0.324024105484952,-0.37259005623071,-0.26540869559483,-0.145906202442333,0.681863579256038,0.801540029265081,0.909309279194246
"b_slp165",0.347798085657714,0.316408131183144,-0.290813947941871,-0.17677354904552,-0.0561949887337456,0.73455002511373,0.882721201279325,0.981155089738296
"b_slp166",0.405126931627286,0.335097864580637,-0.241713681836901,-0.132729852348309,-0.0111498720234659,0.832675273633748,0.948945444500428,1.05323146275156
"b_slp167",0.499340904146896,0.342176341592357,-0.192587783124869,-0.0752396614730625,0.0611747623461032,0.931182163434012,1.04528750980893,1.14252932811865
"b_slp168",0.287745335887105,0.599375278860245,-0.858874162842619,-0.659243090532089,-0.464000391597627,1.04397798781954,1.27881468120229,1.52899309593186
"b_slp169",0.305586309537865,0.541048982454398,-0.755264611806334,-0.579215538383189,-0.374408551798799,1.00055726102527,1.18091315809546,1.39346695188718
"b_slp170",0.281211822982032,0.486490068184008,-0.673205201279018,-0.541645631606325,-0.352481141127917,0.894339228427793,1.07611989498564,1.22789178771855
"b_slp171",0.192971479575083,0.467309440044693,-0.717516375165704,-0.560032257658282,-0.402306052653901,0.793165477007418,0.959405855515235,1.10211255319433
"b_slp172",0.129718058756908,0.461194835748039,-0.801160759118457,-0.63832904457571,-0.458489381989014,0.707728035001553,0.864116488072963,1.02705848171702
"b_slp173",-0.0379479955019378,0.486851172603195,-0.971717422927966,-0.811517516541604,-0.641628888175462,0.594492123579736,0.776144329263085,0.937043290834549
"b_slp174",-0.171404618984291,0.440301635692397,-1.06104913953096,-0.903629772966426,-0.735486022845863,0.364037879278073,0.524288098591,0.655625210824418
"b_slp175",-0.0403061007464151,0.387786198624111,-0.820031158275658,-0.643675184713477,-0.511373499304807,0.468191828457754,0.592145941929907,0.74375509084288
"b_slp176",0.0409701758457878,0.335428504985546,-0.64783482374049,-0.537971926619878,-0.390142546628577,0.453066359269917,0.57498252554969,0.69082544432122
"b_slp177",0.0724266088913119,0.328824668276399,-0.596530262298955,-0.484216229298429,-0.355024777037149,0.482518828856661,0.593047388433339,0.699285591810416
"b_slp178",0.150791157348776,0.311758073898868,-0.435196200867041,-0.337486713607552,-0.235966312439976,0.546299193031524,0.677098868114506,0.795359823702638
"b_slp179",0.166711896732654,0.285210362984042,-0.398058084844392,-0.307614987503983,-0.195641456166589,0.526261491413139,0.632314454332073,0.74497582364188
"b_slp180",0.217242253666256,0.305862947127978,-0.350275496987089,-0.270333401174806,-0.166176104070987,0.596961027120654,0.711698612674188,0.821146394911672
"b_slp181",0.300999945716661,0.295231884657761,-0.272130091292839,-0.194853443828957,-0.0784962245713258,0.688651253117006,0.809487892134179,0.881917522066185
"b_slp182",0.422366398711814,0.294131566134287,-0.161723112343519,-0.0775635772081405,0.0293477797380354,0.790886234554498,0.885927048055439,0.969505125799056
"b_slp183",0.393964600296257,0.304056091493191,-0.193865063928512,-0.0865347481380242,0.00683246706824491,0.76783421730927,0.879986190677675,0.977940640940792
"b_slp184",0.240053411072044,0.324639682447215,-0.362403027325606,-0.273312371855616,-0.162562720615664,0.639405367047514,0.805453274051859,0.885060586969936
