"","Estimate","Est.Error","Q2.5","Q5","Q10","Q90","Q95","Q97.5"
"b_slp:era1989M201348",0.101999034194098,0.606226898707369,-1.12401967899566,-0.931454860747035,-0.668549454887188,0.902681295512287,1.0848337325066,1.3171517341888
"b_slp:era1989M201349",0.433902428691217,0.556545028640658,-0.653076458527117,-0.472218300274227,-0.276686564421337,1.1570774423431,1.40068390057694,1.55115483897598
"b_slp:era1989M201350",0.508312849938406,0.496965202335221,-0.474588098048396,-0.302867509843935,-0.126624474513495,1.14091704099248,1.31124942325011,1.48693002056828
"b_slp:era1989M201351",0.501408009575836,0.451110146063123,-0.381577391855599,-0.242864464669629,-0.0753348509931333,1.08808374883593,1.24239557400141,1.36909604157127
"b_slp:era1989M201352",0.360544812232961,0.442280683348081,-0.559123597670016,-0.378486485601479,-0.206445699114916,0.913492337815906,1.08980935594799,1.22203487485754
"b_slp:era1989M201353",0.237833665566517,0.398021700190047,-0.540530836964487,-0.403650850425711,-0.263681605353734,0.741023970509556,0.879347246034984,1.0269167763773
"b_slp:era1989M201354",0.147900434363858,0.402385364180703,-0.655909187629672,-0.509609474040536,-0.369247590827549,0.655828576842001,0.821210201765648,0.957319705238514
"b_slp:era1989M201355",0.0932723685521547,0.375214403275967,-0.598258245157397,-0.528124343781186,-0.398885495193926,0.570150686173486,0.690659613497637,0.821241509079748
"b_slp:era1989M201356",0.00216846824092764,0.402596327764159,-0.789405971563136,-0.650369886006949,-0.517722719958168,0.510325582662804,0.673940427305133,0.799088385205537
"b_slp:era1989M201357",0.14743114370088,0.411223853965413,-0.658770393768966,-0.537807594342394,-0.381150590605862,0.659037923090893,0.795564980778254,0.96082534917175
"b_slp:era1989M201358",0.336801921304702,0.432712970871478,-0.507672809704687,-0.378586028556585,-0.231537913969829,0.88607783345744,1.03445096658025,1.14437492789311
"b_slp:era1989M201359",0.217868806577205,0.467075341538522,-0.733453190596315,-0.536080486391936,-0.38201128122512,0.814085954160646,1.00420119846592,1.13850441116729
"b_slp:era1989M201360",0.067658505059602,0.452670343844177,-0.810611173612304,-0.663869145333027,-0.50379733663187,0.666038555406293,0.829535163012517,0.946951422913958
"b_slp:era1989M201361",-0.106640250692229,0.46285029323889,-1.03315120229502,-0.875255747638655,-0.707908975270931,0.480767183856828,0.64443386547438,0.76589488683877
"b_slp:era1989M201362",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M201363",-0.874318508743431,0.701234299022285,-2.27780086847588,-2.06440744288747,-1.78172832381294,0.0227264543135809,0.259592323059028,0.462754357348316
"b_slp:era1989M201364",-0.700471367548111,0.67871361667478,-2.03188414374795,-1.832277880081,-1.56512499476461,0.14677679755007,0.361746812966989,0.594043650168239
"b_slp:era1989M201365",-0.722306900201955,0.632001232526177,-1.96494462329946,-1.7639226601213,-1.52482305136893,0.0875645432207651,0.371219652576642,0.561790399720823
"b_slp:era1989M201366",-0.732841655823587,0.6121825055862,-1.93847663670843,-1.73878053504289,-1.51576659765782,0.0409988697315927,0.269429444200656,0.439346518857395
"b_slp:era1989M201367",-0.510036499227356,0.636063235365136,-1.7550375245765,-1.53503090214762,-1.31450603083397,0.297622983315511,0.535146548854162,0.721864515424114
"b_slp:era1989M201368",-0.24811555791589,0.658874777908386,-1.51633474574742,-1.34811752656032,-1.10566033179959,0.58310136482231,0.816277829150781,0.99161182828725
"b_slp:era1989M201369",0.200296484976104,0.611792333951282,-1.0075566378955,-0.795206183733185,-0.587410852695938,0.978418932625131,1.19377474077186,1.41792760354351
"b_slp:era1989M201370",0.475448794532083,0.572659780007417,-0.633308092379185,-0.484303171550282,-0.280243650820777,1.21011148141697,1.37942480902678,1.55772628722084
"b_slp:era1989M201371",0.470658835744424,0.495542083554695,-0.521193907273558,-0.360221775761211,-0.134676364944163,1.1305587395565,1.31213399391005,1.49555470183442
"b_slp:era1989M201372",0.514448918350096,0.481724674294792,-0.433673731938395,-0.246370236177234,-0.0970204135278638,1.15972693416321,1.34651963783297,1.48364094072937
"b_slp:era1989M201373",0.409137506242888,0.429970543402674,-0.4327347298989,-0.288138431433615,-0.153768918779965,0.94138636395687,1.10718963932253,1.24054231220725
"b_slp:era1989M201374",0.258804361048058,0.398006609713021,-0.548641897578646,-0.407717899820815,-0.268948500142961,0.763664413558176,0.909171701676807,1.04290368386119
"b_slp:era1989M201375",0.192084822878158,0.408548555907253,-0.555151264763351,-0.456179003013385,-0.320647237017423,0.718559136484865,0.866618883513518,1.03597164733598
"b_slp:era1989M201376",0.0937076850927014,0.381638758180748,-0.70515473982904,-0.542920775138392,-0.384815518976726,0.557796196852548,0.690327467811508,0.80634902666708
"b_slp:era1989M201377",-0.00927506238198709,0.381240160539293,-0.78326822350715,-0.634815327715068,-0.478097008401376,0.445293398278553,0.604781647930831,0.766328404574934
"b_slp:era1989M201378",0.140660081163513,0.413632006792707,-0.655750486015478,-0.527250361835018,-0.371185758884074,0.678370430658462,0.808270701751233,0.95551409843511
"b_slp:era1989M201379",0.332791664985671,0.439175192778422,-0.541138131123904,-0.404314474935943,-0.217035008540889,0.889702845614352,1.07549927428503,1.2063571708844
"b_slp:era1989M201380",0.190306907337277,0.438384718750914,-0.652279766199021,-0.510126234776036,-0.343959450006238,0.751222551952353,0.899419873756824,1.06819662480215
"b_slp:era1989M201381",0.0470199598310922,0.472380793235419,-0.871663419253769,-0.739541092994257,-0.562402038541085,0.63526408277183,0.827134559612987,0.985285873781044
"b_slp:era1989M201382",-0.119382127659881,0.490378209325232,-1.10727635094268,-0.932448167559056,-0.75751362593577,0.525224560070018,0.685914621834716,0.79511367799138
"b_slp:era1989M201383",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M201384",-0.808369984656044,0.725706411942826,-2.26126870544476,-2.02070589553787,-1.73450559407689,0.136514924767119,0.404284507031434,0.61795816683061
"b_slp:era1989M201385",-0.580321470119391,0.702242383341057,-1.95713918560579,-1.70509904760026,-1.4652193761691,0.34607460213678,0.579026686284537,0.784984349544306
"b_slp:era1989M201386",-0.670580489096814,0.654210142152135,-2.01412823338937,-1.78914697728017,-1.50451734426606,0.131227861023406,0.365146278123797,0.60331811127984
"b_slp:era1989M201387",-0.698012527439613,0.61278495779712,-1.87225523871344,-1.71385410739948,-1.49770289074692,0.0657037234225342,0.283798207465144,0.467747223492407
"b_slp:era1989M201388",-0.389479491233093,0.686072259545183,-1.73274499938461,-1.49557912454475,-1.26956980941563,0.509509538716192,0.748002059092242,0.942217265585329
"b_slp:era1989M201389",-0.13452786317977,0.695982608812175,-1.55575036332025,-1.27975648820474,-1.00904801147056,0.761338677168213,1.02137686664962,1.25659646958632
"b_slp:era1989M201390",0.367896587842847,0.641373009437354,-0.890575903002519,-0.670742832626385,-0.439402971183845,1.18757736923306,1.44544386070057,1.65009505837851
"b_slp:era1989M201391",0.54241710809203,0.587678502512555,-0.613255862613263,-0.448402637196785,-0.190700671341441,1.29313720478025,1.49928610712519,1.67730562820618
"b_slp:era1989M201392",0.465913356493597,0.476097227964908,-0.428833506163121,-0.289320688002258,-0.143797245792066,1.09470366310115,1.27581743307974,1.42805621833543
"b_slp:era1989M201393",0.487389979271071,0.45447828122023,-0.432357888705139,-0.281167847423565,-0.0667168310799631,1.05897288732119,1.22972950075623,1.38666301328571
"b_slp:era1989M201394",0.381446135981341,0.432086712482977,-0.429037022913242,-0.317468197147946,-0.183990428721203,0.925754731085332,1.08966425989238,1.26026932375471
"b_slp:era1989M201395",0.298538183414169,0.406886105757688,-0.45310531338812,-0.345673837011831,-0.193737690137456,0.823724612517131,0.978880404705028,1.12755367235623
"b_slp:era1989M201396",0.202904308261552,0.387646322149334,-0.523992789616409,-0.39981814770471,-0.276753143308995,0.708353969702008,0.852030796446362,1.00478953193297
"b_slp:era1989M201397",0.11060051133421,0.383683736414329,-0.642431568418134,-0.533338142247198,-0.381468358823403,0.613663437763309,0.76064660169421,0.862061837849229
"b_slp:era1989M201398",-0.00043325169794588,0.402473559371843,-0.804602622733383,-0.658904793074711,-0.508127946281826,0.502024078937291,0.662063666400188,0.78665490906592
"b_slp:era1989M201399",0.0741909664774253,0.385451599086392,-0.740858226533057,-0.57993735196088,-0.409676240475896,0.563369027800926,0.723067004581096,0.831732684520579
"b_slp:era1989M2013100",0.300167273883881,0.439025943376153,-0.57228915798699,-0.427879878411712,-0.250651008102897,0.876966322404274,1.03906852961407,1.16263854203976
"b_slp:era1989M2013101",0.183378472814722,0.461680927056923,-0.695098320740888,-0.553040004002721,-0.406550471971843,0.774318985232484,0.939114979268377,1.07795704104546
"b_slp:era1989M2013102",0.041481541704453,0.466238504385028,-0.900110290238904,-0.740138727800541,-0.573151346370634,0.646359821058665,0.814153456862399,0.917083044157835
"b_slp:era1989M2013103",-0.13068016343066,0.479292476485419,-1.07110470361536,-0.942461986112353,-0.744363743838941,0.461306817870493,0.646583992586834,0.793922800149313
"b_slp:era1989M2013104",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M2013105",-0.744138745070484,0.733383987903283,-2.1908118639232,-1.92179502482714,-1.65250491868901,0.216171471338614,0.426971756162177,0.680097936556964
"b_slp:era1989M2013106",-0.539395375785155,0.71966332226535,-2.00925008206516,-1.7723976412462,-1.45992734118397,0.341717208357968,0.606404603319945,0.849524539820516
"b_slp:era1989M2013107",-0.619350679399219,0.662458866508366,-1.89963646059134,-1.69265908355607,-1.47667233672015,0.231756514342645,0.467867126378783,0.710707068900251
"b_slp:era1989M2013108",-0.697736334007184,0.648860146200477,-2.01355233099959,-1.78826541773112,-1.52114977743216,0.115867478843491,0.343825601630096,0.594357438322182
"b_slp:era1989M2013109",-0.301801613466627,0.687549401554123,-1.62833860376716,-1.40886228933677,-1.16812572998379,0.570531020974516,0.817111335073923,1.08841681687931
"b_slp:era1989M2013110",0.0424401356685821,0.741580488134138,-1.43377566276231,-1.13682153554394,-0.875544934916326,1.00425907326447,1.3000260325755,1.52987140144279
"b_slp:era1989M2013111",0.550337670994959,0.67033145360338,-0.758585815705208,-0.554218481146539,-0.299633503212227,1.42221101669242,1.64986549617277,1.8145723094883
"b_slp:era1989M2013112",0.608804215403198,0.605876305299187,-0.575649379019969,-0.375888707851988,-0.169939431193714,1.38330387426499,1.65796042445336,1.83306486801647
"b_slp:era1989M2013113",0.447831809988688,0.487027956751736,-0.524801725826363,-0.36681650764889,-0.178469827237044,1.07444342518708,1.27782391983377,1.43702525008933
"b_slp:era1989M2013114",0.426533689089925,0.441430953605592,-0.417427441469918,-0.28636699814719,-0.13430617424136,0.999917361074113,1.15332249555222,1.25879809741909
"b_slp:era1989M2013115",0.345313971972024,0.439556105490265,-0.527540615780978,-0.423397065356968,-0.239576220348449,0.913568544280569,1.03986431506299,1.18341635185611
"b_slp:era1989M2013116",0.281794117992323,0.409143978713491,-0.520308755359864,-0.361230907013969,-0.21445905667628,0.803595698919228,0.980977427165347,1.09339407754827
"b_slp:era1989M2013117",0.206955265456877,0.398739448622235,-0.569643314653364,-0.423035997727289,-0.288596167116075,0.696780205271844,0.840314938739319,0.953579254060517
"b_slp:era1989M2013118",0.101999831401508,0.386671854237121,-0.658119795910651,-0.531523244071226,-0.39981219255037,0.582116871439405,0.715795373359147,0.819477604449861
"b_slp:era1989M2013119",0.0207202812213755,0.389177608258016,-0.716588978432505,-0.597133161551316,-0.470195977295415,0.505460277040987,0.667045182610107,0.80010587540479
"b_slp:era1989M2013120",0.0514202337565177,0.404681753156497,-0.769700139883536,-0.597460294758597,-0.433992029986029,0.57081724895987,0.706305619537657,0.812817356168073
"b_slp:era1989M2013121",0.296539791459411,0.454730637571871,-0.560033313360128,-0.419087773197245,-0.255194062894737,0.897541723245385,1.06481464265252,1.2482031418842
"b_slp:era1989M2013122",0.147249654429837,0.452680038076602,-0.730053345292276,-0.58397620223937,-0.433113683625395,0.723004031743603,0.903913600389236,1.0709137663972
"b_slp:era1989M2013123",0.0337248157450891,0.467475898382067,-0.871382809887991,-0.713024954739823,-0.546962885144496,0.632446856267646,0.810936477068386,0.970263271659726
"b_slp:era1989M2013124",-0.0927268860806023,0.479110076177259,-0.995951398138969,-0.874172742239565,-0.712340132998985,0.501530086576551,0.676917928766494,0.814536551129203
"b_slp:era1989M2013125",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M2013126",-0.657566896087666,0.772697746550793,-2.19321144355239,-1.98981061260244,-1.63525498756226,0.326830999900246,0.646476298362395,0.868296617109274
"b_slp:era1989M2013127",-0.46919091304749,0.735676428793975,-1.8796319696873,-1.68226922502766,-1.39484056983373,0.446914563737671,0.724419816184963,1.03379364461294
"b_slp:era1989M2013128",-0.609695909112707,0.690849734361376,-1.94071170002745,-1.71750457980853,-1.48904015302886,0.274840796875845,0.504022434568132,0.75976958690107
"b_slp:era1989M2013129",-0.632365039522652,0.68372135900941,-1.98246185450524,-1.7514219405522,-1.52857640085472,0.244379325313746,0.505315732848629,0.688418600996016
"b_slp:era1989M2013130",-0.211516657648816,0.743492128740199,-1.70657009065114,-1.45286411843166,-1.18101678390895,0.72120992253927,0.96411054810527,1.23382391809475
"b_slp:era1989M2013131",0.202783573132367,0.75458736536129,-1.28809313675606,-1.0347235581698,-0.757698711264293,1.16227160081099,1.43627444700754,1.69140949004219
"b_slp:era1989M2013132",0.654076670392082,0.694653129053114,-0.768477697233262,-0.493287436600213,-0.211047167313112,1.52423222363509,1.78733405283161,2.00653070319954
"b_slp:era1989M2013133",0.654235949264008,0.586496170224884,-0.507229519609338,-0.363435320668056,-0.0835033368504782,1.40147481607845,1.62440474611828,1.83756252642261
"b_slp:era1989M2013134",0.480865357345347,0.523885443153175,-0.572114454399796,-0.3779838582246,-0.198249376594213,1.13944501796349,1.33648465358057,1.49531530962345
"b_slp:era1989M2013135",0.409208898872891,0.450691044659036,-0.446116854587377,-0.314968744566295,-0.160616426050304,0.997577971242012,1.15976602505688,1.29165797511312
"b_slp:era1989M2013136",0.306761310291412,0.430451670066665,-0.565598513807977,-0.399712818117366,-0.238226712345519,0.87067841510727,1.00560771442459,1.10853184809186
"b_slp:era1989M2013137",0.272822012265721,0.388612103460525,-0.496334206757672,-0.368806823960829,-0.230209069712895,0.76234180224455,0.900243612310181,1.04230175908654
"b_slp:era1989M2013138",0.213822306963385,0.382439022858735,-0.53458643773465,-0.416047980031248,-0.271585885038149,0.712687564608189,0.826239650334782,0.951792569496171
"b_slp:era1989M2013139",0.0924459900624667,0.38189492556629,-0.633586466226319,-0.512139893747029,-0.382817362399645,0.568769696914179,0.718596446716937,0.835794435823639
"b_slp:era1989M2013140",-0.0170063302666263,0.396130641063809,-0.819718094224369,-0.681584813326165,-0.521232355897845,0.486769864764331,0.628096160616961,0.730239633823973
"b_slp:era1989M2013141",0.0417957055648354,0.404489922778543,-0.748975103148195,-0.633476961925691,-0.478782562745958,0.546706106095402,0.709671495252376,0.865025135641999
"b_slp:era1989M2013142",0.269597956777796,0.440386113745583,-0.642469620711554,-0.426392910780766,-0.275498722507606,0.810692639504548,0.97781145580236,1.19001038289586
"b_slp:era1989M2013143",0.136684475158492,0.459693154673057,-0.765844020465017,-0.631676647740536,-0.433991820800304,0.725751132078293,0.864979276906987,1.05534943342899
"b_slp:era1989M2013144",-0.0107610273664153,0.454442031032967,-0.867692343603372,-0.736608255270623,-0.588306708588101,0.562964261145258,0.764903829441689,0.888302290061129
"b_slp:era1989M2013145",-0.121599150316645,0.467080437084229,-1.02623238230684,-0.872835948296023,-0.716974868007203,0.456187284694569,0.640862914591766,0.772648989156641
"b_slp:era1989M2013146",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M2013147",-0.495957432449234,0.778482208835146,-2.10372481076345,-1.74183790274462,-1.48254172767641,0.516613708872028,0.839587988592218,1.08280800576564
"b_slp:era1989M2013148",-0.47281460334287,0.734852400203125,-1.90135933832059,-1.66295663829421,-1.39557007474147,0.502472056358072,0.722492941272424,0.905158209225496
"b_slp:era1989M2013149",-0.565743553555363,0.710690863546882,-1.92611599005999,-1.74069072333318,-1.49785358936564,0.32837792134711,0.580636578692592,0.796474058260587
"b_slp:era1989M2013150",-0.518735511413339,0.721320016970212,-1.9293566289901,-1.70632912984405,-1.42621652017165,0.420486668631431,0.691444322757637,0.858745788081549
"b_slp:era1989M2013151",-0.138786857942606,0.726648663509379,-1.50756014374339,-1.31815333601427,-1.07128675419793,0.793304504169052,1.0585492416613,1.27431528392615
"b_slp:era1989M2013152",0.368521054485674,0.780243551916131,-1.24581018888122,-0.925690837522823,-0.628136611451516,1.32049133416765,1.60804038498464,1.86599058491083
"b_slp:era1989M2013153",0.824665511508599,0.709250104861744,-0.533259645249283,-0.342203008275693,-0.0739797318846789,1.70685890924495,1.98094889637298,2.21545540247416
"b_slp:era1989M2013154",0.70314113137267,0.597350984128365,-0.568574590572357,-0.28527125786156,-0.0679656638770707,1.4741149785932,1.63382214691958,1.81816858399488
"b_slp:era1989M2013155",0.559209971397335,0.521547590030996,-0.525610023484083,-0.316684308462948,-0.0867356985101754,1.21243656201956,1.4056545486414,1.53123629811183
"b_slp:era1989M2013156",0.430168083740478,0.46597733309202,-0.47039268475226,-0.347874721307853,-0.165301224635531,1.03493454457699,1.21389228940777,1.34119273358687
"b_slp:era1989M2013157",0.278414937603668,0.426855631502622,-0.569121878911966,-0.423990252638899,-0.252968904442449,0.838409803626378,0.999701035520203,1.10581933785694
"b_slp:era1989M2013158",0.299527308586088,0.4087377613979,-0.518057136264429,-0.354778408095395,-0.229257314905026,0.836882876950766,0.953020168811767,1.07724346136538
"b_slp:era1989M2013159",0.193462472259061,0.38790223543144,-0.562548114289536,-0.444841861367145,-0.316810693548409,0.66497175094147,0.804898295159443,0.938858724416506
"b_slp:era1989M2013160",0.110676616644955,0.369210280156365,-0.621904354959441,-0.489737328203416,-0.357208701269157,0.596181896330764,0.719113517054739,0.836615185709947
"b_slp:era1989M2013161",-0.0247415441879489,0.384751500174213,-0.794310389541593,-0.663263946658688,-0.514432716921698,0.45847500534525,0.582604643369288,0.734499992073438
"b_slp:era1989M2013162",0.0250063951027118,0.416917563192488,-0.770268190689162,-0.645631947275876,-0.50396457733457,0.574787963830126,0.720084648924633,0.826747681355277
"b_slp:era1989M2013163",0.184250299430358,0.445048809467675,-0.688669053191412,-0.529561708430721,-0.362697119339982,0.759251747984133,0.928018560103557,1.0998690876148
"b_slp:era1989M2013164",0.108289803367093,0.447243843888054,-0.784248963732347,-0.661825818092641,-0.48932675256331,0.694623805691539,0.830468800811559,0.962968027760301
"b_slp:era1989M2013165",-0.00713691263957325,0.448525613500846,-0.868299870254666,-0.741360469751263,-0.577381003417044,0.546443550053739,0.73320349365614,0.883811207902937
"b_slp:era1989M2013166",-0.102454299131267,0.475438384537958,-1.04591273821529,-0.865296863331024,-0.708375492433875,0.500391831783561,0.661207828879279,0.796687500338012
"b_slp:era1989M2013167",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M2013168",-0.383680109406822,0.854679209045606,-2.10849999675054,-1.78948860197512,-1.47996403729945,0.719379493889706,1.00859371291561,1.29113222503166
"b_slp:era1989M2013169",-0.387071435433761,0.774911703572203,-1.87081622903698,-1.67239659738765,-1.41665039747256,0.586344419355011,0.842041095616893,1.13054263649967
"b_slp:era1989M2013170",-0.429909590709537,0.697989973513136,-1.74017551868916,-1.54524251562098,-1.319452306215,0.485499063995233,0.741683483126376,1.02169259469383
"b_slp:era1989M2013171",-0.387650300809924,0.722420228201267,-1.80893663657822,-1.59438541212491,-1.30814432063179,0.548268785145762,0.802307673979937,0.981513752948951
"b_slp:era1989M2013172",-0.120027098522967,0.770546408651666,-1.66111199327126,-1.36724579710689,-1.09275693771614,0.822982060360357,1.13347401901456,1.41014805946491
"b_slp:era1989M2013173",0.420078863839296,0.782777206220456,-1.17582413353265,-0.880785408607097,-0.554083454068644,1.39353132741978,1.69583422617448,1.94581836630477
"b_slp:era1989M2013174",0.910484038421786,0.745177175111891,-0.582922709465673,-0.338339931992515,-0.0579875698284381,1.85416513187535,2.07619573049364,2.35678190520298
"b_slp:era1989M2013175",0.730091313603462,0.600921790934494,-0.466341822127241,-0.284752668197121,-0.048299524328946,1.46583651414769,1.69177484755404,1.89443277377885
"b_slp:era1989M2013176",0.557930472613489,0.500850100011466,-0.392246064073269,-0.26493029896691,-0.0702376087145911,1.21252264790582,1.38299228763345,1.52192619342074
"b_slp:era1989M2013177",0.435723235994846,0.466728809253909,-0.458621016646495,-0.338277014804497,-0.157596002929485,1.04908218669289,1.2073935356678,1.34448155304384
"b_slp:era1989M2013178",0.303207896789396,0.429616161908307,-0.563220900440095,-0.430686578449521,-0.2563933982243,0.835025732116509,0.988621459476437,1.16596077926381
"b_slp:era1989M2013179",0.26441871138269,0.376747987826437,-0.458064613894928,-0.356073988130548,-0.201307411006559,0.758530970665936,0.89695000079084,1.02224931535646
"b_slp:era1989M2013180",0.183618574092532,0.396743689025552,-0.611164531520292,-0.460681756450796,-0.315569703608336,0.683132717204161,0.826059810301862,0.943628759542524
"b_slp:era1989M2013181",0.0956687521082829,0.390561551380218,-0.680101455354239,-0.569756647250062,-0.401264107156885,0.600242920243146,0.738950190834357,0.842592226082839
"b_slp:era1989M2013182",-0.00846556239141392,0.385594437556328,-0.73453125888985,-0.637748837785381,-0.488508662878855,0.492553284532094,0.612962238314955,0.762861186997705
"b_slp:era1989M2013183",0.0188567418753541,0.41105504832043,-0.790896073353582,-0.647442630666508,-0.491276534470513,0.533778878994153,0.688377137840558,0.831204797487098
"b_slp:era1989M2013184",0.187410791442988,0.45220998392743,-0.72070552993773,-0.566893836953516,-0.376850873450415,0.764683792366745,0.938111102031819,1.06064663079991
"b_slp:era1989M2013185",0.0983802465954035,0.457982633959679,-0.849133881290941,-0.666960901170109,-0.490250232789297,0.662740370783472,0.858575343014622,0.993105418268746
"b_slp:era1989M2013186",-0.00717512140451255,0.466983108507615,-0.933587109320669,-0.789825062455966,-0.612239568944646,0.58819028580392,0.770690416304724,0.896858994099631
"b_slp:era1989M2013187",-0.140831635970269,0.459373609862042,-1.0890959866526,-0.930860831341085,-0.71389264928421,0.42493974064368,0.587023693881344,0.739938920230268
"b_slp:era1989M2013188",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M2013189",-0.278992929928137,0.807033413735725,-1.81877639860463,-1.57865944527058,-1.2971320004576,0.769922915415751,1.03297062475039,1.30270039204615
"b_slp:era1989M2013190",-0.315982435077315,0.75884648176633,-1.77231354389585,-1.5551978913162,-1.29027698117325,0.673993225356838,0.946166948927682,1.21523236743767
"b_slp:era1989M2013191",-0.281436327759713,0.75073413186668,-1.77827118055531,-1.53091545526333,-1.23673733678475,0.673238577042256,0.919736679166037,1.21386267970397
"b_slp:era1989M2013192",-0.246082874855038,0.785914923466631,-1.78137796758683,-1.54039419366465,-1.21852304814197,0.787916886027281,1.06483062417695,1.31930300883759
"b_slp:era1989M2013193",-0.019683339485761,0.77466600423342,-1.54108118638646,-1.33844961404776,-1.01678372754648,0.983355189426344,1.27112898843389,1.54018718870785
"b_slp:era1989M2013194",0.620483764864271,0.850904504543222,-1.03236851372341,-0.798980041503607,-0.49875165552227,1.66046347368621,2.00924342270032,2.30848693058489
"b_slp:era1989M2013195",0.930005566604042,0.751856720117711,-0.57840383753551,-0.291444601062726,-0.0159977066386664,1.87954771718279,2.12652651570239,2.41191878093553
"b_slp:era1989M2013196",0.788388164543355,0.608769609552306,-0.428708705756978,-0.247300440224014,0.0376281958694046,1.56867587943595,1.76453624512581,1.93951571146875
"b_slp:era1989M2013197",0.598354500107384,0.530926610681485,-0.459993839316707,-0.304767021098062,-0.0825047102648577,1.27352252584675,1.45209488752262,1.59437212377994
"b_slp:era1989M2013198",0.452163355114464,0.431517925626229,-0.425023391857646,-0.283492540692752,-0.0951461247649232,1.00382913716075,1.12577770768798,1.29206630149464
"b_slp:era1989M2013199",0.352690594878783,0.421430654896624,-0.459462032199946,-0.354091048495166,-0.20136684185463,0.891512257971358,1.05073899390539,1.18244126186215
"b_slp:era1989M2013200",0.256731619323155,0.418417594350037,-0.527824636103008,-0.400040771728881,-0.273826478808855,0.795829412418261,0.960354670433947,1.11762408194304
"b_slp:era1989M2013201",0.202798950836701,0.396938749369759,-0.563501802781005,-0.461900616977537,-0.30905621700225,0.710478456972589,0.860650864669213,0.983834553811112
"b_slp:era1989M2013202",0.0729795335282206,0.399873218402258,-0.727023872003657,-0.609578674082077,-0.439738016565551,0.570594712699024,0.71430638944325,0.889715222639443
"b_slp:era1989M2013203",-0.0404320127499669,0.388694617382732,-0.803958028020819,-0.684347880561335,-0.536426826028932,0.456111249901242,0.604197865140783,0.729267733959303
"b_slp:era1989M2013204",-0.00312251937406291,0.398428420360302,-0.782898054454716,-0.661647542356338,-0.49399577656391,0.497170789930803,0.638864931401729,0.785022742989302
"b_slp:era1989M2013205",0.117608712955845,0.434970093675739,-0.712066666626561,-0.585602618346807,-0.437909145458489,0.668756666867585,0.814866443743874,0.939413592058722
"b_slp:era1989M2013206",0.0407032662595867,0.437818624944127,-0.820806055905443,-0.689353447077837,-0.515014759039316,0.598058181736666,0.750559367410173,0.896641763653421
"b_slp:era1989M2013207",-0.0272581520230195,0.444151171204959,-0.918286852685714,-0.756630292100334,-0.583580585372848,0.545911238911293,0.716905360161259,0.864556418835673
"b_slp:era1989M2013208",-0.105886766277294,0.458673395400083,-0.976541242055487,-0.826950461195038,-0.679255140284,0.461169670527756,0.638598158890595,0.804813658576272
"b_slp:era1989M2013209",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M2013210",-0.196775754229712,0.858821444184165,-1.76771926664326,-1.56176527149692,-1.27948004239968,0.903207743086891,1.18771760690213,1.55738343877971
"b_slp:era1989M2013211",-0.0473348157067243,0.810230489601675,-1.64342513657782,-1.38118449558404,-1.09743910126694,0.988785663363507,1.27760384834873,1.52509043865032
"b_slp:era1989M2013212",-0.0167456473578328,0.786938348506783,-1.64905248465647,-1.37195231560671,-1.0218496215944,0.973280965603768,1.2886555102169,1.53189934061873
"b_slp:era1989M2013213",-0.112597179216648,0.793608445303207,-1.67942488398969,-1.43431180050198,-1.14617542848244,0.879092847313758,1.13547253374818,1.43453838903971
"b_slp:era1989M2013214",0.213033019056438,0.86575160989822,-1.49203780330246,-1.21162599779663,-0.855949182610323,1.35247910293626,1.65015600603157,1.88812064034216
"b_slp:era1989M2013215",0.819985430525681,0.810049610277331,-0.710099627053988,-0.480359835846456,-0.205945185470883,1.89377120470801,2.16233487867579,2.40383691450563
"b_slp:era1989M2013216",0.93867740070005,0.760213522809791,-0.492495865447517,-0.299050683353913,-0.04944892327135,1.89772749065708,2.18489752987586,2.44595189871089
"b_slp:era1989M2013217",0.789603801479738,0.601439035111721,-0.347925644070736,-0.168623774865911,0.0287064497409239,1.54135614856549,1.80283535681441,1.95276223027964
"b_slp:era1989M2013218",0.612049094533715,0.500927346481685,-0.38004644433843,-0.190249771572602,-0.0115686731339436,1.24461220384,1.46708567921004,1.65121028491821
