"","Estimate","Est.Error","Q2.5","Q5","Q10","Q90","Q95","Q97.5"
"b_slp:era1989M201333",0.116091902583245,0.411299317876699,-0.673931821208449,-0.570883704351303,-0.410484241241085,0.649337551541165,0.806307602435209,0.949675524470993
"b_slp:era1989M201334",0.0768407173189089,0.385536812626721,-0.693873060447436,-0.563764786054059,-0.428946219599662,0.570510384872376,0.700237704624698,0.818205643554794
"b_slp:era1989M201335",0.01204436371828,0.380658601887605,-0.73629282807615,-0.600792208801452,-0.482222969242359,0.490497385033676,0.640484223203432,0.764180233559903
"b_slp:era1989M201336",0.179708547787931,0.421047090160156,-0.673273979392851,-0.517563354147508,-0.386314238935304,0.705093113192418,0.866104146560387,1.00518757767128
"b_slp:era1989M201337",0.318406079589468,0.456809423872265,-0.599157881086,-0.441631180463855,-0.272624384696065,0.88517638054044,1.04766167658235,1.18767060773971
"b_slp:era1989M201338",0.201790809100398,0.481176072989617,-0.74816641411921,-0.592653082364726,-0.417029255155937,0.807548632982577,0.994240091759718,1.14364311711929
"b_slp:era1989M201339",0.0649224861879249,0.480817181558996,-0.863886993618154,-0.701274696188172,-0.538025987264711,0.688993917920373,0.876278603622861,1.00223308250965
"b_slp:era1989M201340",-0.124913274733355,0.45319793817838,-1.02556219825084,-0.857334122964287,-0.699334044956337,0.461973593763372,0.612918223095435,0.763634339359977
"b_slp:era1989M201341",-0.258837390524918,0.472767962697776,-1.14425843115891,-1.0169120011465,-0.8464706760652,0.355785076422957,0.51517779995059,0.674327989741121
"b_slp:era1989M201342",-0.910796923958129,0.666837411640039,-2.21100499328065,-2.02701968053168,-1.7644066638254,-0.0494941260523305,0.184228990460713,0.420852302754474
"b_slp:era1989M201343",-0.825188753337383,0.635451092506762,-2.12793118771666,-1.83992340905453,-1.62123204208283,-0.0161195814330554,0.218952317889248,0.385047623751697
"b_slp:era1989M201344",-0.826746074665644,0.621769237371476,-2.02082571663118,-1.81667782136276,-1.61212104240748,-0.0881514257249737,0.178115223804599,0.385670935289872
"b_slp:era1989M201345",-0.717512167245695,0.588970502066064,-1.84036806792627,-1.69139812045243,-1.48369187891621,0.0299122875801556,0.254198793405921,0.425558197293118
"b_slp:era1989M201346",-0.475126444437802,0.599493627786714,-1.67520000683124,-1.43985531396124,-1.24687279669267,0.280802555395001,0.499611050163811,0.682263207359808
"b_slp:era1989M201347",-0.246058372161771,0.616775326609816,-1.39238785111646,-1.23505520270708,-1.04499934423996,0.571553839215769,0.779201503357745,0.993527705907928
