"","pc1","total.chinook","total.sockeye","total.coho","total.pink","total.chum","se.chinook","se.sockeye","se.coho","se.pink","se.chum","pws.chinook","pws.sockeye","pws.coho","pws.pink","pws.chum","kod.chinook","kod.sockeye","kod.coho","kod.pink","kod.chum","ci.chinook","ci.sockeye","ci.coho","ci.pink","ci.chum","chi.chinook","chi.sockeye","chi.coho","chi.pink","chi.chum","spen.chinook","spen.sockeye","spen.coho","spen.pink","spen.chum","sst.3"
"1982",0.165050195474554,-0.796561696586513,0.270575593212438,0.0567769185779144,-0.0301161523658755,-0.320903158108946,-0.998390493573672,-0.0403536467401343,-0.00674119337205988,0.507953782596394,-0.243593609385235,0.78390421525669,-0.145923169192002,-0.0139119344749206,-0.000755064287907255,0.117394359492933,-0.0757780313070226,0.222787249339951,0.0972601508257569,-0.74860598990012,-0.613572997247041,1.00711098582179,-0.0867258719916915,1.21537063881549,-0.303340619149092,0.93853778799791,-0.417875011264276,1.55630058062183,0.0667170416483073,-0.271846514203433,-1.10460653998936,0.336789972013798,0.653825382469968,0.212211778484678,0.035788303967682,0.690943034855837,5.81287500593397
"1983",0.501113151949402,-0.146445455376683,0.379558617478216,0.276142285810761,0.164550992204428,0.0828909174505145,-0.539276616966796,0.807072934802683,-0.0889508686410767,0.0198444451928015,-0.218897483088114,0.734389046050874,0.0538628168635194,0.792980265070387,0.307836427291345,0.369581215395579,-0.156475096692316,0.160831657866297,0.380761663425868,0.107785633947733,0.68109998263896,1.806789121823,0.748990180739189,1.01229799109411,0.0868806748870551,1.4652550060215,0.112814445630299,-0.489123039624007,0.44035638779698,-0.0406064170588631,0.391149823239338,0.181467924966697,0.551613400937176,0.671837692261098,0.97012520056861,1.0652613549775,5.91115278237396
"1984",0.639375321301116,0.300509460455068,0.559799772994687,0.882623006983922,0.47372822181609,-0.275650373779007,-0.123887871465351,0.301350620011002,0.498848309532405,0.886705290308473,-0.423201800637021,0.730262781950387,-0.103862961601364,1.65204221889664,0.416171738164914,0.491540432594399,-0.123598514498307,0.753127112354415,0.54251406018544,-0.283576129638651,0.00147354901709091,1.83030906699951,0.965179275461078,1.58703189973952,0.0868806748870551,0.392103882668628,-0.0391791366841664,0.626966805336226,0.797555602715111,-0.768766722960914,0.152232608865351,0.628795420462348,-0.178901643547193,0.367795744129927,0.334532238280541,0.720755998405351,6.07615278032091
"1985",0.795124802663201,-0.363150869113293,1.04184007263177,0.968648641192879,0.270472820867682,0.187320419750376,-0.932802796915545,0.210229482210701,1.00443781243687,0.748007555089964,-0.169505230493873,0.226858561691239,0.355294304596407,0.326930460160596,-0.146843589556808,0.441929903564371,0.901553093914859,0.13357119761789,0.147699070245409,0.192964370728299,0.985548023039707,1.35599017260663,1.88801630666198,1.85907261649834,1.09629608838551,1.25682145450414,1.09433232464405,0.902654336760662,0.477720322411848,0.226713695243017,0.694002630192279,0.796543231273216,0.0405534932732125,0.529318029074611,0.270515680927786,1.19113831218655,5.99520833260483
"1986",-0.187342069010467,-0.308974515679146,0.631057904245388,-0.192697420628066,-0.353607142607707,-1.15633917650783,-0.309719678663363,0.324130904461078,-0.40956860219025,-0.991048663419013,-0.739761237718293,0.239237353992693,-0.888986836626566,-1.00861524943163,0.52778993724677,-0.107920126518446,-2.57290388795192,0.574695008910298,0.248576909084712,-0.649614484992975,-4.71593346082882,1.2540704101751,1.4588648201245,1.00846643170314,-1.93517512148206,-1.20494778909273,0.285417327241641,-0.773703717223429,0.642121634717263,-0.46044659343482,-3.03445192651727,0.392705908950755,0.0615971365299655,0.504377088016976,-0.526642878488667,0.250373684624149,6.14558333158493
"1987",0.0609918892325419,0.937081613306355,0.530458189538518,0.129898707655527,-0.284901091582893,-0.682925432748464,0.75061475064297,1.06676817753355,-1.10012987445001,-0.892359890282765,-0.623015913404631,-0.416838637984394,-0.272103791963907,0.504307624715815,-0.120580483890489,-0.138926707162215,0.787979446335558,-0.223293009270347,0.591213706521657,0.40245802064807,-0.219943207637998,0.411272374683631,1.00712641324294,1.34564365810845,0.167504909192042,-0.0332132292113797,1.43696192545462,-0.0489123039624011,1.22798812947838,1.31895415409609,0.700732692569012,1.15689038042249,0.834199467527835,0.922434766697336,0.640897191325868,0.568378629152285,6.09906944135825
"1988",0.505487587975531,0.801640729720977,0.899323810130373,0.254635877258517,0.559610785597105,-0.383560859488865,0.630370640103074,1.09866057576365,0.227556381144645,1.04140661035988,-0.225632790260056,0.416666710313542,-0.629615556484312,0.323452476541869,0.316043647812071,-1.04638596733649,0.897069923615677,1.28842342268677,-3.00386375694111,-0.35494209829264,0.54886497519217,0.129033032565556,0.577974926705456,0.541016186004878,0.135255215470047,-0.238830111113634,0.202980130054134,1.09385697952277,0.129488451801284,-2.01680724726601,0.677177474250449,0.502466822197373,0.692906434232505,0.854737926683756,0.663760247523282,0.926134191746436,6.0520555516084
"1989",0.724413215965343,-0.620488547925519,0.853215607556391,0.779392245933171,0.425061435673513,-0.195587755349114,-1.26074128020617,1.01209549485337,0.700262013941502,0.337248877712077,0.156034616149988,0.697252669146509,0.348284269997968,0.643426969465006,0.818325543680428,-1.09392939099027,0.955351137505055,1.37763947440883,0.566863883353549,-0.486163395495133,-0.00467691644554976,0.638631844723191,-0.0125117051468651,1.16556036673288,-0.316240496637889,-0.269813476879728,1.5374322595269,0.907100909848155,0.547964519487798,0.110273646326248,0.55940138265764,0.506608743451962,0.653825382469968,0.664711709101774,0.0449335264466474,0.654504968295321,5.65719444519944
"1990",1.13799629961354,0.882905259872209,1.46100555057706,0.955744796061535,0.908866544973242,0.323078772740194,0.0400813701799651,1.51781780964505,0.893454750823695,1.0894173648586,0.614035503842043,0.239237353992693,0.379829425690946,0.946011544294499,0.695217235869557,0.0429785659478896,1.29457769014323,1.04060105679216,0.643391899024744,0.53598144587166,-0.195341345787432,0.834631387860746,1.82670895144234,0.939498362665694,-0.538763383319658,-1.19931444986253,2.19435367461484,0.137843765712218,0.704893044870241,0.648193872307942,0.12362984376424,1.03470370341211,1.17089775963586,0.681339003140197,0.912205458201831,0.32656236925068,5.38579167094495
"1991",1.06460723043296,-0.674664901359677,1.21788957336879,1.19661657184662,-0.0472926651220796,0.793011533089567,-1.37005410796971,1.87319024706623,1.1524152279211,0.42793585843187,0.883447790719722,1.01497500488384,0.44642475437612,0.89384179001355,-0.345458326158349,-0.0583095974884178,0.90753065431377,1.09264375363003,0.530339148601387,-1.0778102969169,0.109106694613315,0.720951652840962,0.955499166742187,1.04295046622186,-0.0743677937229219,-0.128979996124758,0.398768473374463,0.6892188285611,1.11440176824919,0.849913957051079,0.574544023005286,0.705420963672251,1.26108480216479,0.823858666326684,0.857334123328041,1.38989140251664,5.52219445440504
"1992",1.12624409938783,-0.349606780754762,0.614291285127574,0.994456331455568,0.714199400402934,0.911364969029408,-1.51216078406231,1.30368313581433,1.1359732928673,0.998730384138805,0.957536169611083,1.60915703535366,0.144993266643229,0.396490132535193,-0.632711044383717,-0.358039877044842,0.784990666136103,0.641607047701841,0.615563529689765,1.25194326043263,1.07472977224801,0.752311579742971,0.536027788923598,0.39158536975707,-0.345265220987686,0.538570702653798,0.777464347954572,0.595840793723786,0.917120193482686,0.892553974964261,0.953110031696464,1.20659343547756,0.530569757680423,0.49368811327799,0.8680035495535,1.04869859744999,5.53463889128632
"1993",1.23001633485099,-0.891370315096287,0.802915750202958,1.83750754670337,0.762866186545514,1.21421052569901,-1.39191667352241,0.73417602456244,1.92929665921333,0.998730384138805,1.30552704016142,1.3244448124202,0.152003301241668,1.70421197317759,0.690292903557122,0.557687804634437,0.551865810578589,1.11990421387844,0.573820975687295,-0.175376112647122,-0.302974491383653,0.187832895506824,0.348879020358382,1.42993796470977,0.786699028654356,-0.976797550269676,0.154033044224053,0.720344840173535,0.92160386563647,-0.0635664267044222,0.113534750199141,0.171113121830223,0.996536144079917,0.57088626417067,0.816180622172698,-0.0709438114094871,5.87787500321865
"1994",1.14557891798154,0.435950344040446,1.10890654910302,1.1406999096108,0.908866544973242,0.838264317419506,0.0619439357326707,1.61349500433537,0.971553942329263,0.793351045449862,1.00468331981468,1.16764677660178,1.18247838721225,1.5650926284284,0.0977315819607912,0.609365439040716,0.78648505623583,1.22894605487207,0.601649345022275,1.48215606254227,-0.361403913278747,0.0819931422125453,0.768350398176971,1.00846643170314,1.23174480201789,-1.48943142021776,0.143728394575614,0.964906359985537,1.05013580071161,1.04999404110525,0.300293981153455,0.405131672714522,0.121721831549254,0.587513558209093,1.19723155879624,-0.458512337553153,5.68486111429003
"1995",0.903321570046392,-0.376694957471836,0.895132155350919,0.783693527643617,0.565336289849175,1.09237610634917,-1.04211562467908,1.37202398916456,0.868791848242988,1.13742811935731,1.28532111864559,1.69993484556432,1.68019084370143,0.44170391957868,0.442434843831233,0.104991727235426,0.735675792845091,0.492913628165075,0.283362370753436,-1.02716348045278,-1.02565418324401,-0.698085039474913,0.790937318521048,0.464384998185489,-0.809660810584422,-1.58519818713115,0.555914380513147,-0.835955740448303,0.805028389638084,-0.649046672666207,0.162327702430448,0.0675650904654897,0.611738095956464,0.640958431904025,-0.127301496907193,-0.210070974640549,5.6648333410422
"1996",0.517536068804931,-1.05389937539874,0.220275735859005,-0.158287166944482,0.190315761338734,1.22813445933899,-1.85103055012928,0.205673425320685,0.0302531604989999,0.20922019904884,1.23592886605135,1.49774790464057,0.334264200801091,-2.13895992551881,0.435869067414652,0.863619400319613,0.770046765138826,0.889429413596452,0.763401741781848,0.126202658116504,0.392028105894818,0.258392731036342,-0.719159641625875,-0.727229972405988,1.1833702614349,-0.855680756820402,0.275112677593203,-0.231221800549532,0.31630812487562,0.416953775163372,0.22458077941522,0.0944875786203204,0.575663278944892,0.144514938471098,-0.0998658294702985,0.00855742472254695,5.37556944953071
"1997",0.814600945754254,-1.43313384943781,0.95381532226326,0.538520470148085,0.651218853630192,1.48572723167864,-1.27167256298252,-0.126918727650419,0.774250721683618,0.654653310231353,1.29879173298948,0.305257579600451,0.593635480943344,-0.855583970207525,0.511375496205321,1.3638589013724,0.513011667985671,1.15955579242158,0.846886849786787,0.819143192466515,0.748755102728015,-0.823524747082946,0.326292100014302,-0.589293834331089,0.677050069999572,-0.73174729375603,-0.0546361111568245,1.86311412365871,0.544975404718609,0.356273749671534,0.115217265793325,0.158687358066456,0.987517439827024,0.309600214995444,0.72930100862253,0.353062781294691,5.76693055397934
"1998",0.714229701102506,-0.620488547925519,0.136442640269945,0.727776865407794,1.07204341615717,0.716429898069668,-0.790696120822944,-0.0130173054000424,1.11953135781349,1.35347651460153,0.715065111421173,0.701378933246995,0.0573678341627371,-1.05730702009385,0.831457096513587,0.904961507844636,0.941901626607506,0.651519942337626,0.573820975687295,0.199870754791588,0.582692535236698,-0.506005487200112,-0.657852286406234,-1.05291252063838,-0.0969425793283206,-0.923280827582788,0.0767481718607647,0.773703717223425,0.305846223183458,0.913873983920854,0.478640634136855,-0.499878121413253,0.464432593159204,0.423615945544633,0.761309287298908,0.16093479397561,5.97037499646346
"1999",0.558953439587351,1.42466879421373,0.169975878505568,0.323456384625685,0.236119795355277,0.859150217879479,1.27531632390796,0.984759153513276,0.0179217092086466,-0.201538478329047,0.557907944075859,0.660116292242147,0.754866276707449,1.1094767743748,0.728046117952455,1.55196549061126,0.80591212753229,0.557347443297674,0.662523902942543,0.0203047691460702,-0.0631063383406429,0.050633215310537,-0.296461560900987,-0.0413808414224681,0.302953622824426,-0.393746939944102,-0.660034278002576,0.46244360109906,0.51358969964212,-0.0668464280823604,-0.466933129793997,0.303654601977083,-1.08077206883653,0.573261591890445,0.189732882363593,-0.027880641837969,5.92500000231796
"2000",0.642803188274144,1.83099144496988,-0.010265277010907,0.792296091064512,0.906003792847205,0.977503653819321,1.54859839331682,-0.846775716272813,0.946891039748556,1.18010434557839,0.948555760048494,1.01084874078336,0.754866276707449,0.552999395378033,0.657464021474222,1.08893388633099,0.782001885936647,0.155875210548405,0.817319207368372,0.699432535369502,0.699551379026884,0.599431936095681,0.287571665138741,-1.23299581201394,-0.87093522865621,-1.30071455600611,0.125695257690847,-0.240114946724513,0.555437306410771,0.713793899866686,-0.350839553795369,-0.468813712003834,-0.398356780367601,0.479436146959341,0.268991477181291,-0.388948755937623,5.79206945167647
"2001",0.736011241606741,2.88743033693585,0.660399487701556,0.886924288694368,0.43078693992558,0.859150217879479,2.43403229820148,0.410695985371366,0.918117653404401,0.726669441979425,0.971006783954967,0.602348594835359,1.03877267794424,0.966879446006875,0.215915557459227,0.512211486356911,1.06743039498463,1.01086237288481,0.973853784877636,0.632670822757707,0.665723818982357,1.26191039190061,0.687682825519549,0.0275872276149799,0.935047619775537,-0.061379925362373,-0.0958547097505779,-0.146736911887203,-0.0812441394265673,-1.39852698752485,-3.88916984836224,0.390634948323459,-0.374306902359885,0.450932214322044,-0.137970923132653,-0.0775689144204921,5.55359722607666
"2002",0.629343499800005,2.18313774229187,0.836448988438581,0.370770483440613,0.868788015208765,0.155991569060417,1.94212457326556,0.984759153513276,0.453632988134445,0.897374346863742,0.414221391074431,0.457929351318389,0.481474927368316,0.636471002227547,0.934868075074721,0.510144380980659,0.616124584866878,1.04060105679216,0.702527183861578,0.367926100331623,-0.475187524337611,1.24231043758685,0.971632681273671,-1.33644791557012,-0.438789332781472,-0.968347541424378,0.241622566235778,-1.00937209086045,0.402992453182113,0.0463136194564718,-1.79780296479276,-0.0152733346262976,0.584681983197783,0.22527608094344,0.307096570843644,-0.173632908080033,6.09038888712724
"2003",0.805671557737427,1.15378702704297,0.78195747630569,0.826706344748095,0.596826563235546,1.12370495703913,1.05669066838089,0.515485293841717,0.82768701060848,0.726669441979425,1.17306599911323,0.21860603349027,0.558585307951149,0.89384179001355,0.370211303248854,0.590761490654457,0.837294319626571,0.703562639175494,0.952982507876401,0.789215528192262,0.616520095281226,0.505352155389656,1.08134058008777,0.403080047929978,1.1801452920627,-1.23029781562862,-0.219510505531837,-0.057805450137382,-4.75173596628497,-3.76504798170652,-0.377759803302297,0.152474476184571,0.665850321473824,0.528130365214724,0.604316301410008,0.495502496031253,6.05009721716245
"2004",0.730016916712412,1.04543432017466,0.0819511281370576,0.646052512909282,1.1922790054506,0.751239732169624,0.89272142673557,0.146444685750488,0.782471689210519,1.03607208208225,0.786908387921887,0.643611235840206,0.919602089770771,0.678206805652306,1.03499616542756,1.03518914654846,0.731192622545907,-0.000252879965198172,0.792969384200263,1.12993047531453,0.0906552982253929,0.450472283311141,-0.0641389516476146,-0.137169826196704,0.899572956681341,-1.89221517517698,-0.487431396391234,-0.529142197411423,-1.35311247371665,-0.631006665087553,-0.201095665913082,0.135906791166214,0.359214376875449,0.272782635338935,0.832946863384134,-0.296197313783585,6.21640277571148
"2005",0.505522467271831,-1.44667793779634,0.597524666009764,0.42238586396599,0.184590257086667,0.921807919259395,-0.998390493573672,0.852633503702837,0.137125738348723,-0.841681871645235,0.748741647280882,-1.45253092720609,1.29463894078727,1.21033829931796,0.31276075960378,1.34732205836239,0.729698232446181,0.257482380565197,1.04516398129852,1.18057729177865,0.382802407700856,-0.0944064466112512,0.526347680204707,-0.317253117572264,0.580300988833585,-0.602180491461457,-1.16238594836394,-0.684772255473608,-0.229205320501441,-0.145566461152853,0.51565597720888,-0.0401248621538338,0.719962546991184,0.358294433250827,0.308620774590139,-0.0576936053874829,5.83565278351307
"2006",0.143437607721401,-1.13516390554997,-0.169548158630114,0.0610782002883599,1.04341589489683,0.886998085159442,-0.484620203085027,-2.06324290590686,0.108352352004568,0.716000385424156,0.811604514219008,-1.70423303733566,-0.0898428924044874,-0.0626037051371352,1.07767371213533,0.940102299240907,0.166313164848856,0.148440539571567,0.712962822362195,0.936551721542428,0.450457527789911,-0.768644875004431,0.129463222730195,-0.539483562248487,-1.46755456251313,-1.05284762987736,0.213284779702572,-1.05828439482285,0.17581973072372,1.0368740355935,0.663717349496985,0.22288713751259,0.608731861205499,0.298911240256458,0.663760247523282,1.00563542787847,5.60161111818419
