Year,Mon,Ver,TotalArc,Okhotsk,Bering,Hudson,Baffin,Grnland,BarKara,ArctOcn,CanArch,StLawr
2018,2,v3.1,13090606,782305,233672,1219417,1207282,444966,1260882,6965851,733747,151736
2018,3,v3.1,13459005,936283,250542,1216006,1164013,492853,1485156,6995692,735029,59341
2018,4,v3.1,12808635,564738,100964,1202965,1050064,515581,1550091,7034410,733493,7548
2018,5,v3.1,11312415,79626,10841,1108977,900116,406922,1243706,6828356,727984,806
2018,6,v3.1,9579267,2467,1008,851786,573882,330355,833115,6340745,645539,366
2018,7,v3.1,7017339,0,0,289009,227735,227544,257247,5430595,585208,0
2018,8,v3.1,4666245,0,0,52681,35460,104971,2819,4071562,398749,0
2018,9,v3.1,4209176,0,0,14773,37483,126020,0,3629042,401856,0
2018,10,v3.1,5582587,0,204,53650,138477,319329,24839,4401533,644553,0
2018,11,v3.1,9288621,11213,14197,423663,603065,376600,655793,6465698,738387,0
2018,12,v3.1,11195011,141319,187875,1092833,786444,475756,852279,6898290,737099,13312
