Year,Mon,Ver,TotalArc,Okhotsk,Bering,Hudson,Baffin,Grnland,BarKara,ArctOcn,CanArch,StLawr
2011,6,v3.1,-666798,-15448,-11417,-176954,-90733,20646,-449271,80590,-23832,-373
2011,7,v3.1,-1104752,0,-7,-142953,-161396,80284,-366827,-456352,-57497,0
2011,8,v3.1,-1244020,0,0,-22388,-43042,53859,-208027,-862321,-162097,0
2011,9,v3.1,-1274512,0,-2,-1433,-18955,30656,-170554,-913388,-200833,0
2011,10,v3.1,-1302984,-50,-968,-15798,5344,-37230,-362872,-781784,-109622,0
2011,11,v3.1,-453557,9142,15128,-209853,-13037,-44908,-375932,164961,1787,-32
2011,12,v3.1,-265602,52319,70338,-151914,-36314,-59109,-446902,333713,52,-5453
2012,1,v3.1,-184282,-61788,198908,-6857,-22089,-126011,-368235,287586,1425,-38090
2012,2,v3.1,-372666,-51863,228045,-7248,-65568,-76307,-570733,250804,1838,-68731
2012,3,v3.1,177151,93751,317178,-6495,97105,-105559,-342358,248941,1130,-88922
2012,4,v3.1,228931,17369,355005,-13755,853,-31702,-324757,296537,2640,-44349
2012,5,v3.1,-14846,5602,235825,-24613,-48064,25222,-476016,273728,12869,-5191
2012,6,v3.1,-839882,3675,33958,-111054,-164843,43145,-660083,18474,-2776,-373
2012,7,v3.1,-1320376,0,-7,-139926,-176896,4244,-489734,-460892,-57161,0
2012,8,v3.1,-2046778,0,0,-23867,-37852,-1790,-248332,-1539244,-195689,0
2012,9,v3.1,-2297770,0,-2,-13852,-22763,3200,-176365,-1820627,-267358,0
2012,10,v3.1,-1847014,-50,3708,-27851,-94199,17832,-439727,-1118188,-188537,0
2012,11,v3.1,-842374,-5468,52685,-155281,-196586,-30569,-712456,227631,-21485,-32
2012,12,v3.1,-425715,-108353,98042,-19157,-108623,-61225,-517482,271960,4289,2468
2013,1,v3.1,-303592,-41590,103356,1972,-113116,-90517,-344322,202000,4563,-37349
2013,2,v3.1,-95773,-92483,192312,-3283,-111348,-59789,-224343,283315,-799,-69156
2013,3,v3.1,37938,-57377,165317,-2282,-191491,-68064,-43152,310291,2123,-101324
2013,4,v3.1,20301,-147512,155612,1961,-142883,1908,-117501,298764,-1938,-37049
2013,5,v3.1,119500,35721,92060,35101,-28406,-24215,-281994,295780,10222,-5357
2013,6,v3.1,112682,38048,17222,-16884,-15085,-28739,-248257,344115,22638,-373
2013,7,v3.1,-689522,0,-7,-131540,-140622,-123737,-262221,-21243,-10149,0
2013,8,v3.1,-513072,0,0,-14684,-34121,-72537,-165351,-194010,-32365,0
2013,9,v3.1,-604255,0,-2,2272,-2512,-101231,-133408,-340857,-28515,0
2013,10,v3.1,-287454,344,-968,-15402,-51515,-88337,-189999,105596,-47171,0
2013,11,v3.1,-234108,9764,-15969,-71396,-75930,-6770,-305475,245879,-13368,-32
2013,12,v3.1,-204478,-162234,-116977,41247,-20662,-24995,-180070,258548,987,16344
2014,1,v3.1,-275322,-178140,-76532,2500,-37055,-113202,-135736,277761,-344,14234
2014,2,v3.1,-498868,-194920,-102184,575,-19868,-136398,-279278,242144,1900,42625
2014,3,v3.1,-284432,-209731,-9462,5688,80220,-118115,-297088,278025,-2070,63225
2014,4,v3.1,-255342,-237102,-87643,8458,85466,-61714,-216323,283773,2276,20455
2014,5,v3.1,-134659,-101077,-100314,28740,10830,-15011,-190480,257197,-8457,-1219
2014,6,v3.1,-392898,-22646,3788,-86990,-151488,-54172,-177220,105084,-9904,654
2014,7,v3.1,-685976,0,-7,-121665,-189869,-79636,-150910,-136974,-6910,0
2014,8,v3.1,-432338,0,0,-13871,-45226,-19387,-59038,-326766,31954,0
2014,9,v3.1,-649703,0,-2,2091,-20485,-34002,-70288,-543067,16053,0
2014,10,v3.1,-557380,-50,-968,-9975,-62761,-26086,36494,-512385,18352,0
2014,11,v3.1,-83703,-705,-28747,-46539,-161688,-38217,108139,88174,-3277,-32
2014,12,v3.1,-67776,-59602,-129588,82587,-70873,-91849,-28904,250521,-717,3376
2015,1,v3.1,-308729,-178550,-226233,3032,10712,-123421,-47157,317448,-2056,-16358
2015,2,v3.1,-389600,-356157,-126719,3896,4232,-81278,-46329,294247,-3039,10642
2015,3,v3.1,-645608,-419873,-159278,-2490,86468,-115145,-261122,298255,-4917,41762
2015,4,v3.1,-373024,-138469,-81050,-6251,92719,-96640,-368093,288048,-4311,1182
2015,5,v3.1,-365471,-32164,-122911,-66743,-1198,-31393,-317549,247063,-21225,-3683
2015,6,v3.1,-408419,5076,-13398,-35202,7883,-7845,-415914,92221,-40863,-373
2015,7,v3.1,-779167,0,-7,40275,6112,3952,-367377,-426745,-35373,0
2015,8,v3.1,-1022950,0,0,9813,25259,-23391,-219098,-736738,-78791,0
2015,9,v3.1,-1182573,0,-2,9967,6102,-6854,-172750,-862475,-156559,0
2015,10,v3.1,-769205,-50,-968,-3229,-47125,-33018,-326941,-298558,-59314,0
2015,11,v3.1,-364589,12118,-25872,5201,36823,-63162,-428370,94771,4745,-32
2015,12,v3.1,-389912,-77418,-26184,-58014,81773,-134182,-405151,259815,343,-8177
2016,1,v3.1,-492262,-94858,-103319,1420,3645,-148224,-343174,255116,227,-50831
2016,2,v3.1,-658776,9541,-102629,1392,-21356,-192922,-437748,241483,-1765,-104738
2016,3,v3.1,-600676,-11073,-89384,-13,-7984,-171569,-422846,240957,-4482,-70489
2016,4,v3.1,-700670,-92289,-108158,-2002,-70346,-124404,-460970,253533,-5111,-46459
2016,5,v3.1,-1001016,-44755,-142596,-48884,-129592,-164664,-501215,62314,-11181,-5357
2016,6,v3.1,-936964,-11604,-15577,-30256,-124287,-151992,-567127,2301,-38044,-373
2016,7,v3.1,-1011219,0,-7,-72720,-89587,-120790,-478392,-187877,-61843,0
2016,8,v3.1,-1337624,0,0,-26847,-28015,-53438,-230069,-842294,-156956,0
2016,9,v3.1,-1418864,0,-2,-5072,-17204,-24015,-171227,-1083971,-117371,0
2016,10,v3.1,-1710568,-50,-968,-18941,-68638,-61317,-480009,-988065,-92578,0
2016,11,v3.1,-1555925,20066,-29925,-205577,-149274,-134293,-790401,-258190,-8165,-32
2016,12,v3.1,-1000993,58894,-142684,-213247,-11020,-156931,-572258,43268,3030,1263
2017,1,v3.1,-770453,20813,-237965,-835,-2930,-151168,-495237,172752,7850,-47277
2017,2,v3.1,-772201,-159783,-148740,-1704,-44402,-153834,-352722,234632,4563,-93977
2017,3,v3.1,-719544,-345215,-94025,-6199,-62615,-72796,-311552,285412,6094,-56093
2017,4,v3.1,-543253,-281538,-220830,-6838,44480,-13468,-267321,283638,2641,-34852
2017,5,v3.1,-238632,-81322,-168411,-32686,61472,12257,-175128,173032,-12595,-3724
2017,6,v3.1,-692265,-21901,-13269,-220295,-54105,-10089,-322625,-43881,-6834,738
2017,7,v3.1,-884674,0,-7,-157876,-30650,-28555,-281135,-325888,-60559,0
2017,8,v3.1,-1063406,0,0,-36422,-9901,-96124,-189418,-679712,-51826,0
2017,9,v3.1,-1012508,0,-2,-3960,1561,-123840,-160796,-680537,-44931,0
2017,10,v3.1,-982055,49,-855,-16808,-25235,-183766,-278974,-458185,-18279,0
2017,11,v3.1,-776003,2049,-40868,-63534,9978,-152438,-349008,-176430,-5670,-32
2017,12,v3.1,-698034,6843,-193096,-7147,-93032,-131493,-336406,78592,-3405,-1080
2018,1,v3.1,-813114,-101281,-290696,6293,-109406,-180623,-370802,271589,-6379,-274
2018,2,v3.1,-927374,-143880,-377283,-668,-316,-236452,-320904,202021,-2258,-15249
2018,3,v3.1,-680145,-9607,-399230,-2100,-67479,-202103,-134300,222622,-720,-86908
2018,4,v3.1,-576954,-12870,-443868,-4246,-68104,-168079,-73194,256839,-1835,-41358
2018,5,v3.1,-569453,-83221,-201147,-11920,-1306,-210160,-175667,128849,263,-4551
2018,6,v3.1,-469327,-28449,-17235,32036,-29981,-194856,-230809,17592,-17614,-7
2018,7,v3.1,-738396,0,-7,3472,-40060,-133973,-341689,-215287,-10847,0
2018,8,v3.1,-1066575,0,0,-10431,-24794,-123449,-253030,-628012,-26856,0
2018,9,v3.1,-1145334,0,-2,-6146,-5363,-113336,-176365,-851810,7691,0
2018,10,v3.1,-1701393,-50,-764,3553,-905,-64018,-473169,-1209446,43409,0
2018,11,v3.1,-417650,-10563,-40874,76265,93514,-120641,-394106,-25869,5466,-32
2018,12,v3.1,-558796,-88176,-84669,54954,-799,-118075,-473855,164582,-2573,3948
